,x,y,S_yx,S_xy,ES,Directionality,Delay
123,IWM-gauge-17,IWM-gauge-640,23.0,23.0,0.31724137931034485,0.05517241379310345,0.30434782608695654
124,IWM-gauge-17,IWM-gauge-642,41.0,42.0,0.350210970464135,0.0759493670886076,1.5384615384615385
125,IWM-gauge-17,IWM-gauge-652,14.0,14.0,0.21052631578947367,0.06766917293233082,1.6153846153846154
126,IWM-gauge-17,IWM-gauge-653,31.0,31.0,0.25833333333333336,0.016666666666666666,0.16666666666666666
127,IWM-gauge-17,IWM-gauge-654,31.0,29.0,0.2553191489361702,0.01276595744680851,0.4642857142857143
128,IWM-gauge-17,IWM-gauge-678,36.0,36.0,0.3130434782608696,0.004347826086956522,0.3611111111111111
129,IWM-gauge-17,IWM-gauge-684,31.0,29.0,0.2553191489361702,0.01276595744680851,0.4642857142857143
130,IWM-gauge-17,IWM-gauge-686,18.0,19.0,0.2624113475177305,0.02127659574468085,0.5263157894736842
131,IWM-gauge-17,IWM-gauge-697,30.0,29.0,0.24279835390946503,0.012345679012345678,0.25
132,IWM-gauge-17,IWM-gauge-699,26.0,26.0,0.2047244094488189,-0.003937007874015748,-0.23076923076923078
133,IWM-gauge-17,IWM-gauge-707,26.0,24.0,0.2304147465437788,0.03225806451612903,0.7916666666666666
134,IWM-gauge-17,IWM-gauge-710,25.0,25.0,0.211864406779661,0.00423728813559322,0.08333333333333333
135,IWM-gauge-17,IWM-gauge-739,26.0,26.0,0.19622641509433963,0.007547169811320755,0.0
136,IWM-gauge-17,IWM-gauge-742,20.0,20.0,0.16666666666666666,0.008333333333333333,0.0
137,IWM-gauge-17,IWM-gauge-755,28.0,30.0,0.23577235772357724,0.032520325203252036,1.1379310344827587
138,IWM-gauge-17,IWM-gauge-756,27.0,27.0,0.21686746987951808,0.012048192771084338,0.038461538461538464
139,IWM-gauge-17,IWM-gauge-759,29.0,29.0,0.24066390041493776,0.02074688796680498,0.42857142857142855
140,IWM-gauge-17,IWM-gauge-767,22.0,20.0,0.1693548387096774,0.020161290322580645,0.5714285714285714
141,IWM-gauge-17,IWM-gauge-770,22.0,21.0,0.19111111111111112,0.04,1.5238095238095237
142,IWM-gauge-17,IWM-gauge-781,25.0,24.0,0.28654970760233917,0.0,0.0
143,IWM-gauge-17,IWM-gauge-785,21.0,19.0,0.23391812865497075,0.017543859649122806,0.05263157894736842
144,IWM-gauge-17,IWM-gauge-787,24.0,23.0,0.2596685082872928,0.027624309392265192,0.7727272727272727
145,IWM-gauge-17,IWM-gauge-789,18.0,19.0,0.20903954802259886,0.0,0.42105263157894735
146,IWM-gauge-17,IWM-gauge-790,13.0,13.0,0.16560509554140126,0.03184713375796178,1.8333333333333333
147,IWM-gauge-17,IWM-gauge-815,12.0,12.0,0.15789473684210525,0.02631578947368421,1.4545454545454546
148,IWM-gauge-17,IWM-gauge-817,17.0,18.0,0.20114942528735633,-0.034482758620689655,-0.7058823529411765
149,IWM-gauge-17,IWM-gauge-830,34.0,35.0,0.2875,-0.05,-1.3714285714285714
150,IWM-gauge-17,IWM-gauge-836,24.0,24.0,0.20253164556962025,-0.02531645569620253,-1.1666666666666667
151,IWM-gauge-17,IWM-gauge-837,22.0,22.0,0.19383259911894274,-0.022026431718061675,-0.9047619047619048
152,IWM-gauge-17,IWM-gauge-842,35.0,34.0,0.2974137931034483,-0.06465517241379311,-0.8529411764705882
153,IWM-gauge-17,IWM-gauge-849,38.0,35.0,0.32589285714285715,-0.04017857142857143,-0.8285714285714286
154,IWM-gauge-17,IWM-gauge-858,31.0,31.0,0.2672413793103448,-0.04741379310344827,-1.3870967741935485
155,IWM-gauge-17,IWM-gauge-861,37.0,36.0,0.2840466926070039,-0.038910505836575876,-1.3333333333333333
156,IWM-gauge-17,IWM-gauge-873,39.0,37.0,0.3206751054852321,-0.029535864978902954,-1.2857142857142858
157,IWM-gauge-17,IWM-gauge-879,48.0,48.0,0.4155844155844156,-0.025974025974025976,-0.1956521739130435
158,IWM-gauge-17,IWM-gauge-884,35.0,35.0,0.30434782608695654,-0.02608695652173913,-0.8
159,IWM-gauge-17,IWM-gauge-885,24.0,26.0,0.2336448598130841,-0.04205607476635514,-1.7826086956521738
160,IWM-gauge-17,IWM-gauge-896,30.0,30.0,0.26548672566371684,-0.017699115044247787,-0.7333333333333333
161,IWM-gauge-17,IWM-gauge-898,49.0,49.0,0.4152542372881356,-0.012711864406779662,-0.4375
162,IWM-gauge-17,IWM-gauge-907,35.0,35.0,0.2857142857142857,0.053061224489795916,0.6571428571428571
163,IWM-gauge-17,IWM-gauge-915,43.0,43.0,0.33858267716535434,0.015748031496062992,0.23809523809523808
164,IWM-gauge-17,IWM-gauge-919,47.0,47.0,0.3868312757201646,0.06995884773662552,0.7391304347826086
165,IWM-gauge-17,IWM-gauge-923,37.0,37.0,0.30327868852459017,0.05737704918032787,1.0833333333333333
166,IWM-gauge-17,IWM-gauge-926,23.0,22.0,0.3191489361702128,0.028368794326241134,0.14285714285714285
167,IWM-gauge-17,IWM-gauge-932,41.0,41.0,0.351931330472103,0.05150214592274678,0.8974358974358975
168,IWM-gauge-17,IWM-gauge-941,33.0,33.0,0.26294820717131473,0.02390438247011952,1.0
169,IWM-gauge-17,IWM-gauge-945,10.0,11.0,0.16279069767441862,0.031007751937984496,1.0
170,IWM-gauge-17,IWM-gauge-947,21.0,21.0,0.25301204819277107,0.012048192771084338,0.631578947368421
171,IWM-gauge-17,IWM-gauge-948,16.0,17.0,0.1907514450867052,0.023121387283236993,0.7058823529411765
172,IWM-gauge-17,IWM-gauge-951,10.0,10.0,0.13071895424836602,-0.013071895424836602,-0.6
173,IWM-gauge-17,IWM-gauge-953,25.0,25.0,0.273224043715847,0.0273224043715847,0.5652173913043478
174,IWM-gauge-17,IWM-gauge-955,15.0,17.0,0.18181818181818182,0.022727272727272728,0.6470588235294118
175,IWM-gauge-17,IWM-gauge-957,12.0,12.0,0.14814814814814814,-0.024691358024691357,-1.4166666666666667
176,IWM-gauge-17,IWM-gauge-960,24.0,22.0,0.24598930481283424,0.026737967914438502,0.5714285714285714
177,IWM-gauge-17,IWM-gauge-964,21.0,21.0,0.21212121212121213,0.020202020202020204,0.5555555555555556
178,IWM-gauge-17,IWM-gauge-966,20.0,20.0,0.23121387283236994,0.023121387283236993,0.45
179,IWM-gauge-17,IWM-gauge-967,23.0,23.0,0.25274725274725274,-0.016483516483516484,-0.30434782608695654
180,IWM-gauge-17,IWM-gauge-968,18.0,18.0,0.22929936305732485,0.03184713375796178,1.3888888888888888
181,IWM-gauge-17,IWM-gauge-969,12.0,12.0,0.14634146341463414,0.0,-0.75
182,IWM-gauge-17,IWM-gauge-970,12.0,11.0,0.14285714285714285,0.006211180124223602,0.5454545454545454
183,IWM-gauge-17,IWM-gauge-972,16.0,15.0,0.16847826086956522,0.010869565217391304,0.07142857142857142
184,IWM-gauge-17,IWM-gauge-973,20.0,22.0,0.21,0.035,1.1818181818181819
185,IWM-gauge-17,IWM-gauge-974,13.0,13.0,0.2047244094488189,0.015748031496062992,0.5384615384615384
186,IWM-gauge-17,IWM-gauge-976,21.0,23.0,0.2222222222222222,-0.010101010101010102,-0.2727272727272727
187,IWM-gauge-17,IWM-gauge-977,12.0,11.0,0.14743589743589744,0.01282051282051282,0.6
188,IWM-gauge-17,IWM-gauge-979,16.0,15.0,0.19745222929936307,0.0,-1.5
189,IWM-gauge-17,IWM-gauge-980,10.0,11.0,0.1390728476821192,-0.026490066225165563,-0.9090909090909091
190,IWM-gauge-17,IWM-gauge-981,12.0,11.0,0.14285714285714285,0.006211180124223602,0.5454545454545454
191,IWM-gauge-17,IWM-gauge-982,17.0,17.0,0.20987654320987653,0.006172839506172839,-0.5294117647058824
